@RELATION "B3 - RADL3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
74.6449,3.279,2.9036,0.0439,57.2582,74.3756,3.2672,2.8931,0.0439,57.0517,4.25,0
74.3756,3.2672,2.8931,0.0439,57.0517,75.5199,3.3175,2.9376,0.0439,57.9294,4.3154,0
75.5199,3.3175,2.9376,0.0439,57.9294,74.8804,3.2894,2.9127,0.0439,57.4389,4.2788,0
74.8804,3.2894,2.9127,0.0439,57.4389,74.0391,3.2524,2.88,0.0439,56.7935,4.2308,0
74.0391,3.2524,2.88,0.0439,56.7935,71.6833,3.1489,2.7884,0.0439,54.9865,4.0962,0
71.6833,3.1489,2.7884,0.0439,54.9865,65.5226,3.2159,2.7548,0.0491,50.6667,4.2212,0
65.5226,3.2159,2.7548,0.0491,50.6667,67.9106,3.3331,2.8552,0.0491,52.5133,4.375,0
67.9106,3.3331,2.8552,0.0491,52.5133,67.433,3.3097,2.8352,0.0491,52.144,4.3442,0
67.433,3.3097,2.8352,0.0491,52.144,67.9106,3.3331,2.8552,0.0491,52.5133,4.375,0
67.9106,3.3331,2.8552,0.0491,52.5133,66.2688,3.2526,2.7862,0.0491,51.2438,4.2692,0
66.2688,3.2526,2.7862,0.0491,51.2438,65.7017,3.2247,2.7624,0.0491,50.8052,4.2327,0
65.7017,3.2247,2.7624,0.0491,50.8052,64.5972,3.1705,2.7159,0.0491,49.9511,4.1615,0
64.5972,3.1705,2.7159,0.0491,49.9511,65.0151,3.191,2.7335,0.0491,50.2743,4.1885,0
65.0151,3.191,2.7335,0.0491,50.2743,63.7614,3.1295,2.6808,0.0491,49.3048,4.1077,0
63.7614,3.1295,2.6808,0.0491,49.3048,63.5823,3.1207,2.6733,0.0491,49.1663,4.0962,0
63.5823,3.1207,2.6733,0.0491,49.1663,62.6867,3.0767,2.6356,0.0491,48.4738,4.0385,0
62.6867,3.0767,2.6356,0.0491,48.4738,62.5375,3.0694,2.6293,0.0491,48.3584,4.0288,0
62.5375,3.0694,2.6293,0.0491,48.3584,63.7315,3.128,2.6795,0.0491,49.2817,4.1058,0
63.7315,3.128,2.6795,0.0491,49.2817,65.8211,3.2306,2.7674,0.0491,50.8975,4.2404,0
65.8211,3.2306,2.7674,0.0491,50.8975,66.5674,3.2672,2.7988,0.0491,51.4746,4.2885,0
66.5674,3.2672,2.7988,0.0491,51.4746,66.03,3.2408,2.7762,0.0491,51.0591,4.2538,0
66.03,3.2408,2.7762,0.0491,51.0591,67.7614,3.3258,2.849,0.0491,52.3979,4.3654,0
67.7614,3.3258,2.849,0.0491,52.3979,68.7763,3.3756,2.8916,0.0491,53.1827,4.4308,0
68.7763,3.3756,2.8916,0.0491,53.1827,68.3584,3.3551,2.8741,0.0491,52.8595,4.4038,0
68.3584,3.3551,2.8741,0.0491,52.8595,69.7614,3.424,2.933,0.0491,53.9444,4.4942,0
69.7614,3.424,2.933,0.0491,53.9444,68.6569,3.3698,2.8866,0.0491,53.0904,4.4231,0
68.6569,3.3698,2.8866,0.0491,53.0904,68.6569,3.3698,2.8866,0.0491,53.0904,4.4231,0
68.6569,3.3698,2.8866,0.0491,53.0904,68.9554,3.3844,2.8992,0.0491,53.3212,4.4423,0
68.9554,3.3844,2.8992,0.0491,53.3212,69.4032,3.4064,2.918,0.0491,53.6674,4.4712,0
69.4032,3.4064,2.918,0.0491,53.6674,68.9554,3.3844,2.8992,0.0491,53.3212,4.4423,0
68.9554,3.3844,2.8992,0.0491,53.3212,68.8062,3.3771,2.8929,0.0491,53.2058,4.4327,0
68.8062,3.3771,2.8929,0.0491,53.2058,68.6569,3.3698,2.8866,0.0491,53.0904,4.4231,0
68.6569,3.3698,2.8866,0.0491,53.0904,69.2539,3.3991,2.9117,0.0491,53.552,4.4615,0
69.2539,3.3991,2.9117,0.0491,53.552,68.8659,3.38,2.8954,0.0491,53.252,4.4365,0
68.8659,3.38,2.8954,0.0491,53.252,70.1495,3.443,2.9494,0.0491,54.2445,4.5192,0
70.1495,3.443,2.9494,0.0491,54.2445,69.8509,3.4284,2.9368,0.0491,54.0137,4.5,0
