@RELATION "B3 - BRFS3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl2 NUMERIC
@ATTRIBUTE pvpa2 NUMERIC
@ATTRIBUTE psr2 NUMERIC
@ATTRIBUTE roe2 NUMERIC
@ATTRIBUTE ev_ebit2 NUMERIC
@ATTRIBUTE pl3 NUMERIC
@ATTRIBUTE pvpa3 NUMERIC
@ATTRIBUTE psr3 NUMERIC
@ATTRIBUTE roe3 NUMERIC
@ATTRIBUTE ev_ebit3 NUMERIC
@ATTRIBUTE pl4 NUMERIC
@ATTRIBUTE pvpa4 NUMERIC
@ATTRIBUTE psr4 NUMERIC
@ATTRIBUTE roe4 NUMERIC
@ATTRIBUTE ev_ebit4 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
31.3184,2.4865,2.7752,0.0794,29.8093,31.8895,2.5318,2.8258,0.0794,30.353,31.0613,2.4661,2.7524,0.0794,29.5647,30.9852,2.46,2.7457,0.0794,29.4922,31.366,2.4903,2.7794,0.0794,29.8546,32.95,0
31.366,2.4903,2.7794,0.0794,29.8546,31.3184,2.4865,2.7752,0.0794,29.8093,31.8895,2.5318,2.8258,0.0794,30.353,31.0613,2.4661,2.7524,0.0794,29.5647,31.7563,2.5212,2.814,0.0794,30.2261,33.36,0
31.7563,2.5212,2.814,0.0794,30.2261,31.366,2.4903,2.7794,0.0794,29.8546,31.3184,2.4865,2.7752,0.0794,29.8093,31.8895,2.5318,2.8258,0.0794,30.353,31.6039,2.5091,2.8005,0.0794,30.0811,33.2,0
31.6039,2.5091,2.8005,0.0794,30.0811,31.7563,2.5212,2.814,0.0794,30.2261,31.366,2.4903,2.7794,0.0794,29.8546,31.3184,2.4865,2.7752,0.0794,29.8093,29.7477,2.3618,2.636,0.0794,28.3143,31.25,0
29.7477,2.3618,2.636,0.0794,28.3143,31.6039,2.5091,2.8005,0.0794,30.0811,31.7563,2.5212,2.814,0.0794,30.2261,31.366,2.4903,2.7794,0.0794,29.8546,29.7001,2.358,2.6318,0.0794,28.269,31.2,0
29.7001,2.358,2.6318,0.0794,28.269,29.7477,2.3618,2.636,0.0794,28.3143,31.6039,2.5091,2.8005,0.0794,30.0811,31.7563,2.5212,2.814,0.0794,30.2261,29.4145,2.3353,2.6065,0.0794,27.9972,30.9,0
29.4145,2.3353,2.6065,0.0794,27.9972,29.7001,2.358,2.6318,0.0794,28.269,29.7477,2.3618,2.636,0.0794,28.3143,31.6039,2.5091,2.8005,0.0794,30.0811,29.0433,2.3058,2.5736,0.0794,27.6438,30.51,0
29.0433,2.3058,2.5736,0.0794,27.6438,29.4145,2.3353,2.6065,0.0794,27.9972,29.7001,2.358,2.6318,0.0794,28.269,29.7477,2.3618,2.636,0.0794,28.3143,29.2527,2.3225,2.5922,0.0794,27.8432,30.73,0
29.2527,2.3225,2.5922,0.0794,27.8432,29.0433,2.3058,2.5736,0.0794,27.6438,29.4145,2.3353,2.6065,0.0794,27.9972,29.7001,2.358,2.6318,0.0794,28.269,28.9861,2.3013,2.5685,0.0794,27.5895,30.45,0
28.9861,2.3013,2.5685,0.0794,27.5895,29.2527,2.3225,2.5922,0.0794,27.8432,29.0433,2.3058,2.5736,0.0794,27.6438,29.4145,2.3353,2.6065,0.0794,27.9972,28.929,2.2968,2.5635,0.0794,27.5351,30.39,0
28.929,2.2968,2.5635,0.0794,27.5351,28.9861,2.3013,2.5685,0.0794,27.5895,29.2527,2.3225,2.5922,0.0794,27.8432,29.0433,2.3058,2.5736,0.0794,27.6438,28.415,2.256,2.5179,0.0794,27.0458,29.85,0
28.415,2.256,2.5179,0.0794,27.0458,28.929,2.2968,2.5635,0.0794,27.5351,28.9861,2.3013,2.5685,0.0794,27.5895,29.2527,2.3225,2.5922,0.0794,27.8432,28.7482,2.2824,2.5475,0.0794,27.363,30.2,0
28.7482,2.2824,2.5475,0.0794,27.363,28.415,2.256,2.5179,0.0794,27.0458,28.929,2.2968,2.5635,0.0794,27.5351,28.9861,2.3013,2.5685,0.0794,27.5895,28.2722,2.2446,2.5053,0.0794,26.9099,29.7,1
28.2722,2.2446,2.5053,0.0794,26.9099,28.7482,2.2824,2.5475,0.0794,27.363,28.415,2.256,2.5179,0.0794,27.0458,28.929,2.2968,2.5635,0.0794,27.5351,28.3198,2.2484,2.5095,0.0794,26.9552,29.75,1
28.3198,2.2484,2.5095,0.0794,26.9552,28.2722,2.2446,2.5053,0.0794,26.9099,28.7482,2.2824,2.5475,0.0794,27.363,28.415,2.256,2.5179,0.0794,27.0458,28.0818,2.2295,2.4884,0.0794,26.7287,29.5,1
