@RELATION "B3 - KEPL3"

@ATTRIBUTE cotacao1 NUMERIC
@ATTRIBUTE high1 NUMERIC
@ATTRIBUTE low1 NUMERIC
@ATTRIBUTE open1 NUMERIC
@ATTRIBUTE volume1 NUMERIC
@ATTRIBUTE cotacao2 NUMERIC
@ATTRIBUTE high2 NUMERIC
@ATTRIBUTE low2 NUMERIC
@ATTRIBUTE open2 NUMERIC
@ATTRIBUTE volume2 NUMERIC
@ATTRIBUTE cotacao3 NUMERIC
@ATTRIBUTE high3 NUMERIC
@ATTRIBUTE low3 NUMERIC
@ATTRIBUTE open3 NUMERIC
@ATTRIBUTE volume3 NUMERIC
@ATTRIBUTE cotacao4 NUMERIC
@ATTRIBUTE high4 NUMERIC
@ATTRIBUTE low4 NUMERIC
@ATTRIBUTE open4 NUMERIC
@ATTRIBUTE volume4 NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE high NUMERIC
@ATTRIBUTE low NUMERIC
@ATTRIBUTE open NUMERIC
@ATTRIBUTE volume NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
1.8332,1.9166,1.8332,1.9166,36317.8605,1.8332,1.9999,1.8332,1.9166,61884.3228,1.9166,1.9999,1.9166,1.9166,6413.0368,1.9166,1.9999,1.9166,1.9999,15981.0491,1.8332,1.9166,1.8332,1.9166,19109.6231,1
1.8332,1.9166,1.8332,1.9166,19109.6231,1.8332,1.9166,1.8332,1.9166,36317.8605,1.8332,1.9999,1.8332,1.9166,61884.3228,1.9166,1.9999,1.9166,1.9166,6413.0368,1.8332,1.9166,1.8332,1.9166,31465.1505,1
1.8332,1.9166,1.8332,1.9166,31465.1505,1.8332,1.9166,1.8332,1.9166,19109.6231,1.8332,1.9166,1.8332,1.9166,36317.8605,1.8332,1.9999,1.8332,1.9166,61884.3228,1.9166,1.9166,1.8332,1.9166,25293.5672,1
1.9166,1.9166,1.8332,1.9166,25293.5672,1.8332,1.9166,1.8332,1.9166,31465.1505,1.8332,1.9166,1.8332,1.9166,19109.6231,1.8332,1.9166,1.8332,1.9166,36317.8605,1.8332,1.9166,1.8332,1.9166,13715.683,1
1.8332,1.9166,1.8332,1.9166,13715.683,1.9166,1.9166,1.8332,1.9166,25293.5672,1.8332,1.9166,1.8332,1.9166,31465.1505,1.8332,1.9166,1.8332,1.9166,19109.6231,1.9166,1.9999,1.8332,1.8332,32019.3413,0
1.9166,1.9999,1.8332,1.8332,32019.3413,1.8332,1.9166,1.8332,1.9166,13715.683,1.9166,1.9166,1.8332,1.9166,25293.5672,1.8332,1.9166,1.8332,1.9166,31465.1505,1.9166,1.9999,1.8332,1.9166,26054.8895,0
1.9166,1.9999,1.8332,1.9166,26054.8895,1.9166,1.9999,1.8332,1.8332,32019.3413,1.8332,1.9166,1.8332,1.9166,13715.683,1.9166,1.9166,1.8332,1.9166,25293.5672,1.9166,1.9999,1.8332,1.8332,15715.5943,0
1.9166,1.9999,1.8332,1.8332,15715.5943,1.9166,1.9999,1.8332,1.9166,26054.8895,1.9166,1.9999,1.8332,1.8332,32019.3413,1.8332,1.9166,1.8332,1.9166,13715.683,1.9166,1.9999,1.8332,1.9166,51415.4204,0
1.9166,1.9999,1.8332,1.9166,51415.4204,1.9166,1.9999,1.8332,1.8332,15715.5943,1.9166,1.9999,1.8332,1.9166,26054.8895,1.9166,1.9999,1.8332,1.8332,32019.3413,1.9999,1.9999,1.9166,1.9999,42311.1139,0
1.9999,1.9999,1.9166,1.9999,42311.1139,1.9166,1.9999,1.8332,1.9166,51415.4204,1.9166,1.9999,1.8332,1.8332,15715.5943,1.9166,1.9999,1.8332,1.9166,26054.8895,1.9999,1.9999,1.9166,1.9166,8301.8219,0
1.9999,1.9999,1.9166,1.9166,8301.8219,1.9999,1.9999,1.9166,1.9999,42311.1139,1.9166,1.9999,1.8332,1.9166,51415.4204,1.9166,1.9999,1.8332,1.8332,15715.5943,1.9166,1.9999,1.9166,1.9166,15768.0372,0
1.9166,1.9999,1.9166,1.9166,15768.0372,1.9999,1.9999,1.9166,1.9166,8301.8219,1.9999,1.9999,1.9166,1.9999,42311.1139,1.9166,1.9999,1.8332,1.9166,51415.4204,1.9166,1.9999,1.9166,1.9166,13012.6839,0
1.9166,1.9999,1.9166,1.9166,13012.6839,1.9166,1.9999,1.9166,1.9166,15768.0372,1.9999,1.9999,1.9166,1.9166,8301.8219,1.9999,1.9999,1.9166,1.9999,42311.1139,1.9166,1.9999,1.9166,1.9999,4542.9727,0
