@RELATION "B3 - CIEL3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl2 NUMERIC
@ATTRIBUTE pvpa2 NUMERIC
@ATTRIBUTE psr2 NUMERIC
@ATTRIBUTE roe2 NUMERIC
@ATTRIBUTE ev_ebit2 NUMERIC
@ATTRIBUTE pl3 NUMERIC
@ATTRIBUTE pvpa3 NUMERIC
@ATTRIBUTE psr3 NUMERIC
@ATTRIBUTE roe3 NUMERIC
@ATTRIBUTE ev_ebit3 NUMERIC
@ATTRIBUTE pl4 NUMERIC
@ATTRIBUTE pvpa4 NUMERIC
@ATTRIBUTE psr4 NUMERIC
@ATTRIBUTE roe4 NUMERIC
@ATTRIBUTE ev_ebit4 NUMERIC
@ATTRIBUTE pl5 NUMERIC
@ATTRIBUTE pvpa5 NUMERIC
@ATTRIBUTE psr5 NUMERIC
@ATTRIBUTE roe5 NUMERIC
@ATTRIBUTE ev_ebit5 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
19.3568,24.8598,8.6499,1.2843,16.3826,19.6312,25.2122,8.7725,1.2843,16.6149,19.4473,24.976,8.6903,1.2843,16.4592,19.0342,24.4454,8.5057,1.2843,16.1096,19.1789,24.6313,8.5704,1.2843,16.2321,19.4202,24.9411,8.6782,1.2843,16.4362,12.9405,1
19.4202,24.9411,8.6782,1.2843,16.4362,19.3568,24.8598,8.6499,1.2843,16.3826,19.6312,25.2122,8.7725,1.2843,16.6149,19.4473,24.976,8.6903,1.2843,16.4592,19.0342,24.4454,8.5057,1.2843,16.1096,19.4503,24.9799,8.6917,1.2843,16.4618,12.9606,1
19.4503,24.9799,8.6917,1.2843,16.4618,19.4202,24.9411,8.6782,1.2843,16.4362,19.3568,24.8598,8.6499,1.2843,16.3826,19.6312,25.2122,8.7725,1.2843,16.6149,19.4473,24.976,8.6903,1.2843,16.4592,19.6011,25.1735,8.759,1.2843,16.5894,13.061,1
19.6011,25.1735,8.759,1.2843,16.5894,19.4503,24.9799,8.6917,1.2843,16.4618,19.4202,24.9411,8.6782,1.2843,16.4362,19.3568,24.8598,8.6499,1.2843,16.3826,19.6312,25.2122,8.7725,1.2843,16.6149,19.6011,25.1735,8.759,1.2843,16.5894,13.061,1
19.6011,25.1735,8.759,1.2843,16.5894,19.6011,25.1735,8.759,1.2843,16.5894,19.4503,24.9799,8.6917,1.2843,16.4618,19.4202,24.9411,8.6782,1.2843,16.4362,19.3568,24.8598,8.6499,1.2843,16.3826,18.6512,23.9535,8.3346,1.2843,15.7854,12.4281,1
18.6512,23.9535,8.3346,1.2843,15.7854,19.6011,25.1735,8.759,1.2843,16.5894,19.6011,25.1735,8.759,1.2843,16.5894,19.4503,24.9799,8.6917,1.2843,16.4618,19.4202,24.9411,8.6782,1.2843,16.4362,18.6512,23.9535,8.3346,1.2843,15.7854,12.4281,1
18.6512,23.9535,8.3346,1.2843,15.7854,18.6512,23.9535,8.3346,1.2843,15.7854,19.6011,25.1735,8.759,1.2843,16.5894,19.6011,25.1735,8.759,1.2843,16.5894,19.4503,24.9799,8.6917,1.2843,16.4618,18.3346,23.5469,8.1931,1.2843,15.5174,12.2171,1
18.3346,23.5469,8.1931,1.2843,15.5174,18.6512,23.9535,8.3346,1.2843,15.7854,18.6512,23.9535,8.3346,1.2843,15.7854,19.6011,25.1735,8.759,1.2843,16.5894,19.6011,25.1735,8.759,1.2843,16.5894,18.3768,23.6011,8.2119,1.2843,15.5532,12.2452,1
18.3768,23.6011,8.2119,1.2843,15.5532,18.3346,23.5469,8.1931,1.2843,15.5174,18.6512,23.9535,8.3346,1.2843,15.7854,18.6512,23.9535,8.3346,1.2843,15.7854,19.6011,25.1735,8.759,1.2843,16.5894,17.9878,23.1015,8.0381,1.2843,15.2239,11.986,1
17.9878,23.1015,8.0381,1.2843,15.2239,18.3768,23.6011,8.2119,1.2843,15.5532,18.3346,23.5469,8.1931,1.2843,15.5174,18.6512,23.9535,8.3346,1.2843,15.7854,18.6512,23.9535,8.3346,1.2843,15.7854,18.6723,23.9807,8.344,1.2843,15.8033,12.4421,1
18.6723,23.9807,8.344,1.2843,15.8033,17.9878,23.1015,8.0381,1.2843,15.2239,18.3768,23.6011,8.2119,1.2843,15.5532,18.3346,23.5469,8.1931,1.2843,15.5174,18.6512,23.9535,8.3346,1.2843,15.7854,18.6289,23.9249,8.3246,1.2843,15.7665,12.4132,1
18.6289,23.9249,8.3246,1.2843,15.7665,18.6723,23.9807,8.344,1.2843,15.8033,17.9878,23.1015,8.0381,1.2843,15.2239,18.3768,23.6011,8.2119,1.2843,15.5532,18.3346,23.5469,8.1931,1.2843,15.5174,18.799,24.1433,8.4006,1.2843,15.9105,12.5265,1
18.799,24.1433,8.4006,1.2843,15.9105,18.6289,23.9249,8.3246,1.2843,15.7665,18.6723,23.9807,8.344,1.2843,15.8033,17.9878,23.1015,8.0381,1.2843,15.2239,18.3768,23.6011,8.2119,1.2843,15.5532,18.6637,22.2543,8.4931,1.1924,15.7251,13.4115,1
18.6637,22.2543,8.4931,1.1924,15.7251,18.799,24.1433,8.4006,1.2843,15.9105,18.6289,23.9249,8.3246,1.2843,15.7665,18.6723,23.9807,8.344,1.2843,15.8033,17.9878,23.1015,8.0381,1.2843,15.2239,18.6905,22.2863,8.5053,1.1924,15.7477,13.4307,1
18.6905,22.2863,8.5053,1.1924,15.7477,18.6637,22.2543,8.4931,1.1924,15.7251,18.799,24.1433,8.4006,1.2843,15.9105,18.6289,23.9249,8.3246,1.2843,15.7665,18.6723,23.9807,8.344,1.2843,15.8033,19.1939,22.8864,8.7344,1.1924,16.1718,13.7924,1
19.1939,22.8864,8.7344,1.1924,16.1718,18.6905,22.2863,8.5053,1.1924,15.7477,18.6637,22.2543,8.4931,1.1924,15.7251,18.799,24.1433,8.4006,1.2843,15.9105,18.6289,23.9249,8.3246,1.2843,15.7665,19.5965,23.3666,8.9176,1.1924,16.5111,14.0818,1
19.5965,23.3666,8.9176,1.1924,16.5111,19.1939,22.8864,8.7344,1.1924,16.1718,18.6905,22.2863,8.5053,1.1924,15.7477,18.6637,22.2543,8.4931,1.1924,15.7251,18.799,24.1433,8.4006,1.2843,15.9105,19.2274,22.9264,8.7496,1.1924,16.2001,13.8166,1
