@RELATION "B3 - ODPV3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl2 NUMERIC
@ATTRIBUTE pvpa2 NUMERIC
@ATTRIBUTE psr2 NUMERIC
@ATTRIBUTE roe2 NUMERIC
@ATTRIBUTE ev_ebit2 NUMERIC
@ATTRIBUTE pl3 NUMERIC
@ATTRIBUTE pvpa3 NUMERIC
@ATTRIBUTE psr3 NUMERIC
@ATTRIBUTE roe3 NUMERIC
@ATTRIBUTE ev_ebit3 NUMERIC
@ATTRIBUTE pl4 NUMERIC
@ATTRIBUTE pvpa4 NUMERIC
@ATTRIBUTE psr4 NUMERIC
@ATTRIBUTE roe4 NUMERIC
@ATTRIBUTE ev_ebit4 NUMERIC
@ATTRIBUTE pl5 NUMERIC
@ATTRIBUTE pvpa5 NUMERIC
@ATTRIBUTE psr5 NUMERIC
@ATTRIBUTE roe5 NUMERIC
@ATTRIBUTE ev_ebit5 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
34.7181,6.6154,6.2341,0.1905,28.4466,34.6115,6.5951,6.215,0.1905,28.3593,34.8247,6.6357,6.2533,0.1905,28.534,34.1495,6.507,6.132,0.1905,27.9808,34.7537,6.6221,6.2405,0.1905,28.4757,35.0024,6.6695,6.2852,0.1905,28.6796,9.2059,1
35.0024,6.6695,6.2852,0.1905,28.6796,34.7181,6.6154,6.2341,0.1905,28.4466,34.6115,6.5951,6.215,0.1905,28.3593,34.8247,6.6357,6.2533,0.1905,28.534,34.1495,6.507,6.132,0.1905,27.9808,35.109,6.6899,6.3043,0.1905,28.7669,9.234,1
35.109,6.6899,6.3043,0.1905,28.7669,35.0024,6.6695,6.2852,0.1905,28.6796,34.7181,6.6154,6.2341,0.1905,28.4466,34.6115,6.5951,6.215,0.1905,28.3593,34.8247,6.6357,6.2533,0.1905,28.534,35.5354,6.7711,6.3809,0.1905,29.1163,9.3461,1
35.5354,6.7711,6.3809,0.1905,29.1163,35.109,6.6899,6.3043,0.1905,28.7669,35.0024,6.6695,6.2852,0.1905,28.6796,34.7181,6.6154,6.2341,0.1905,28.4466,34.6115,6.5951,6.215,0.1905,28.3593,35.8908,6.8388,6.4447,0.1905,29.4075,9.4396,0
35.8908,6.8388,6.4447,0.1905,29.4075,35.5354,6.7711,6.3809,0.1905,29.1163,35.109,6.6899,6.3043,0.1905,28.7669,35.0024,6.6695,6.2852,0.1905,28.6796,34.7181,6.6154,6.2341,0.1905,28.4466,35.5354,6.7711,6.3809,0.1905,29.1163,9.3461,0
35.5354,6.7711,6.3809,0.1905,29.1163,35.8908,6.8388,6.4447,0.1905,29.4075,35.5354,6.7711,6.3809,0.1905,29.1163,35.109,6.6899,6.3043,0.1905,28.7669,35.0024,6.6695,6.2852,0.1905,28.6796,35.3578,6.7373,6.349,0.1905,28.9707,9.2994,1
35.3578,6.7373,6.349,0.1905,28.9707,35.5354,6.7711,6.3809,0.1905,29.1163,35.8908,6.8388,6.4447,0.1905,29.4075,35.5354,6.7711,6.3809,0.1905,29.1163,35.109,6.6899,6.3043,0.1905,28.7669,36.6015,6.9742,6.5723,0.1905,29.9898,9.6265,0
36.6015,6.9742,6.5723,0.1905,29.9898,35.3578,6.7373,6.349,0.1905,28.9707,35.5354,6.7711,6.3809,0.1905,29.1163,35.8908,6.8388,6.4447,0.1905,29.4075,35.5354,6.7711,6.3809,0.1905,29.1163,36.6726,6.9878,6.5851,0.1905,30.048,9.6452,1
36.6726,6.9878,6.5851,0.1905,30.048,36.6015,6.9742,6.5723,0.1905,29.9898,35.3578,6.7373,6.349,0.1905,28.9707,35.5354,6.7711,6.3809,0.1905,29.1163,35.8908,6.8388,6.4447,0.1905,29.4075,35.0346,6.6738,6.2949,0.1905,27.8953,9.6265,1
35.0346,6.6738,6.2949,0.1905,27.8953,36.6726,6.9878,6.5851,0.1905,30.048,36.6015,6.9742,6.5723,0.1905,29.9898,35.3578,6.7373,6.349,0.1905,28.9707,35.5354,6.7711,6.3809,0.1905,29.1163,34.5924,6.5896,6.2155,0.1905,27.5432,9.505,1
